This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=1721004&from=1704418954000
0.03076910972595215
[INFO] Trainer: ngp | 2024-01-05_02-43-07 | cuda:0 | fp16 | cunerf-rhino-fine
[INFO] #parameters: 3737530
[INFO] Loading latest checkpoint ...
[INFO] Latest checkpoint is cunerf-rhino-fine/checkpoints/ngp_ep0003.pth.tar
[INFO] loaded model.
==> Start Training Epoch 1, lr=0.001000 ...

  0% 0/690000 [00:00<?, ?it/s]
loss=0.1195 (0.1198): :  59% 410000/690000 [01:03<00:43, 6427.13it/s]
loss=0.1209 (0.1198): :  59% 410000/690000 [01:05<00:43, 6427.13it/s]
loss=0.1209 (0.1198): :  61% 420000/690000 [01:05<00:42, 6394.22it/s]
loss=0.1225 (0.1198): :  61% 420000/690000 [01:07<00:42, 6394.22it/s]
loss=0.1225 (0.1198): :  62% 430000/690000 [01:07<00:40, 6465.53it/s]
loss=0.1212 (0.1199): :  62% 430000/690000 [01:08<00:40, 6465.53it/s]
loss=0.1212 (0.1199): :  64% 440000/690000 [01:08<00:38, 6429.20it/s]
loss=0.1183 (0.1198): :  64% 440000/690000 [01:10<00:38, 6429.20it/s]
loss=0.1183 (0.1198): :  65% 450000/690000 [01:10<00:37, 6391.69it/s]
loss=0.1215 (0.1199): :  65% 450000/690000 [01:11<00:37, 6391.69it/s]
loss=0.1215 (0.1199): :  67% 460000/690000 [01:11<00:36, 6368.01it/s]
loss=0.1187 (0.1198): :  67% 460000/690000 [01:13<00:36, 6368.01it/s]
loss=0.1187 (0.1198): :  68% 470000/690000 [01:13<00:34, 6420.52it/s]
loss=0.1166 (0.1198): :  68% 470000/690000 [01:14<00:34, 6420.52it/s]
loss=0.1166 (0.1198): :  70% 480000/690000 [01:14<00:32, 6405.21it/s]
loss=0.1204 (0.1198): :  70% 480000/690000 [01:16<00:32, 6405.21it/s]
loss=0.1204 (0.1198): :  71% 490000/690000 [01:16<00:31, 6386.15it/s]
loss=0.1193 (0.1198): :  71% 490000/690000 [01:18<00:31, 6386.15it/s]
loss=0.1193 (0.1198): :  72% 500000/690000 [01:18<00:29, 6371.17it/s]
loss=0.1205 (0.1198): :  72% 500000/690000 [01:19<00:29, 6371.17it/s]
loss=0.1205 (0.1198): :  74% 510000/690000 [01:19<00:27, 6442.55it/s]
loss=0.1171 (0.1197): :  74% 510000/690000 [01:21<00:27, 6442.55it/s]
loss=0.1171 (0.1197): :  75% 520000/690000 [01:21<00:26, 6418.25it/s]
